Cod_UF;UF;Ano;Tipo de floresta;Tipo de produto florestal;Produto florestal (com código);Grupo;Uso;Parte da planta;Espécie;Quantidade;Unidade de medida PEVS;Valor da produção (mil R$) (nominal) ;Fator de correção IPCA;Valor corrigido (mil R$) (real - IPCA 2023);Preço médio (R$/t) (nominal);Preço médio corrigido (R$/t) (real - IPCA 2023)
26;Pernambuco;2008;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;42415;Metros cúbicos;2.853,00 ;2,336720672;6.666,66 ;67,26;157,18
52;Goiás;1997;Floresta Natural;PFNM;2.4 - Outros Aromáticos, medicinais, tóxicos e corantes;2 - Aromáticos, medicinais, tóxicos e corantes;Aromáticos, medicinais, tóxicos e corantes; Não especificado; Não especificada;30;Toneladas;1,00 ;4,710526685;4,71 ;33,33;157,02
17;Tocantins;2018;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;36486;Metros cúbicos;4.349,00 ;1,316055638;5.723,53 ;119,20;156,87
42;Santa Catarina;2013;Floresta Plantada;PFM;1.3.2.2 - Madeira em tora de pinus para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Pinus;6028084;Metros cúbicos;527.818,00;1,786224503;942.801,44 ;87,56;156,40
35;São Paulo;2021;Floresta Plantada;PFM;1.3.2.3 - Madeira em tora de outras espécies para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos; Não especificada;1200;Metros cúbicos;168,00;1,116013764;187,49 ;140,00;156,24
32;Espírito Santo;2002;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;14295;Metros cúbicos;644,00 ;3,463558264;2.230,53 ;45,05;156,04
16;Amapá;2022;Floresta Plantada;PFM;1.3.1.1 - Madeira em tora de eucalipto para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos;Eucalipto;1002764;Metros cúbicos;149.237,00;1,04819185;156.429,01 ;148,83;156,00
42;Santa Catarina;1999;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;119342;Metros cúbicos;4.331,00 ;4,293959328;18.597,14 ;36,29;155,83
26;Pernambuco;1996;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;10262;Metros cúbicos;322,00 ;4,966056206;1.599,07 ;31,38;155,82
41;Paraná;2009;Floresta Natural;PFM;9.1 - Pinheiro brasileiro (nó de pinho);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;11900;Metros cúbicos;823,00 ;2,243257776;1.846,20 ;69,16;155,14
25;Paraíba;2023;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;3245;Metros cúbicos;503,00 ;1;503,00 ;155,01;155,01
16;Amapá;2023;Floresta Plantada;PFM;1.3.1.1 - Madeira em tora de eucalipto para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos;Eucalipto;989026;Metros cúbicos;153.285,00;1;153.285,00 ;154,99;154,99
42;Santa Catarina;2018;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;21338;Metros cúbicos;2.509,00 ;1,316055638;3.301,98 ;117,58;154,75
29;Bahia;2013;Floresta Plantada;PFM;1.3.1.1 - Madeira em tora de eucalipto para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos;Eucalipto;11182710;Metros cúbicos;968.376,00;1,786224503;1.729.736,94 ;86,60;154,68
41;Paraná;2019;Floresta Plantada;PFM;1.3.2.3 - Madeira em tora de outras espécies para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos; Não especificada;596894;Metros cúbicos;71.822,00;1,283518088;92.184,84 ;120,33;154,44
11;Rondônia;2000;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;647515;Metros cúbicos;24.731,00 ;4,026194958;99.571,83 ;38,19;153,78
50;Mato Grosso do Sul;2015;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;146850;Metros cúbicos;14.733,00;1,524470319;22.460,02 ;100,33;152,95
33;Rio de Janeiro;2018;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;216962;Metros cúbicos;25.199,00;1,316055638;33.163,29 ;116,14;152,85
41;Paraná;2018;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;179780;Metros cúbicos;20.872,00 ;1,316055638;27.468,71 ;116,10;152,79
42;Santa Catarina;2013;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;1870847;Metros cúbicos;160.000,00;1,786224503;285.795,92 ;85,52;152,76
31;Minas Gerais;2000;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;127329;Metros cúbicos;4.823,00 ;4,026194958;19.418,34 ;37,88;152,51
43;Rio Grande do Sul;1994;Floresta Plantada;PFNM;2.1 - Acácia-negra (casca);2 - Outros produtos; Não especificado;Casca;Acácia-negra;185615;Toneladas;4.083,00;6,909799807;28.212,71 ;22,00;152,00
43;Rio Grande do Sul;2015;Floresta Plantada;PFM;1.3.2.3 - Madeira em tora de outras espécies para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos; Não especificada;4444;Metros cúbicos;443,00;1,524470319;675,34 ;99,68;151,97
28;Sergipe;2016;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;56;Metros cúbicos;6,00;1,413199631;8,48 ;107,14;151,41
32;Espírito Santo;2013;Floresta Plantada;PFM;1.3.1.1 - Madeira em tora de eucalipto para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos;Eucalipto;5047176;Metros cúbicos;427.738,00;1,786224503;764.036,10 ;84,75;151,38
21;Maranhão;2007;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;210774;Metros cúbicos;12.814,00 ;2,48649349;31.861,93 ;60,79;151,17
41;Paraná;2011;Floresta Natural;PFM;9.1 - Pinheiro brasileiro (nó de pinho);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;10117;Metros cúbicos;765,00 ;1,993523839;1.525,05 ;75,62;150,74
27;Alagoas;2021;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;414273;Metros cúbicos;55.842,00;1,116013764;62.320,44 ;134,80;150,43
43;Rio Grande do Sul;2023;Floresta Plantada;PFM;1.3.1.1 - Madeira em tora de eucalipto para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos;Eucalipto;7820786;Metros cúbicos;1.176.029,00;1;1.176.029,00 ;150,37;150,37
13;Amazonas;2023;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;906211;Metros cúbicos;136.028,00 ;1;136.028,00 ;150,11;150,11
42;Santa Catarina;2008;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;125655;Metros cúbicos;8.066,00 ;2,336720672;18.847,99 ;64,19;150,00
11;Rondônia;2023;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;8909;Metros cúbicos;1.336,00;1;1.336,00 ;149,96;149,96
15;Pará;2013;Floresta Plantada;PFM;1.3.1.1 - Madeira em tora de eucalipto para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos;Eucalipto;1561140;Metros cúbicos;130.980,00;1,786224503;233.959,69 ;83,90;149,86
42;Santa Catarina;2001;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;98813;Metros cúbicos;3.941,00 ;3,756061826;14.802,64 ;39,88;149,80
16;Amapá;2021;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;45096;Metros cúbicos;6.052,00;1,116013764;6.754,12 ;134,20;149,77
24;Rio Grande do Norte;2013;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;4532;Metros cúbicos;380,00 ;1,786224503;678,77 ;83,85;149,77
52;Goiás;1997;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;94359;Metros cúbicos;2.991,00 ;4,710526685;14.089,19 ;31,70;149,31
31;Minas Gerais;1998;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;123996;Metros cúbicos;4.007,00 ;4,615840291;18.495,67 ;32,32;149,16
24;Rio Grande do Norte;2022;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;3458;Metros cúbicos;492,00 ;1,04819185;515,71 ;142,28;149,14
41;Paraná;2013;Floresta Plantada;PFM;1.3.1.3 - Madeira em tora de outras espécies para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos; Não especificada;294270;Metros cúbicos;24.556,00;1,786224503;43.862,53 ;83,45;149,06
13;Amazonas;2001;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;851946;Metros cúbicos;33.766,00 ;3,756061826;126.827,18 ;39,63;148,87
42;Santa Catarina;2007;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;142763;Metros cúbicos;8.523,00 ;2,48649349;21.192,38 ;59,70;148,44
31;Minas Gerais;2013;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;6378289;Metros cúbicos;529.013,00;1,786224503;944.935,98 ;82,94;148,15
24;Rio Grande do Norte;2011;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;6974;Metros cúbicos;518,00 ;1,993523839;1.032,65 ;74,28;148,07
51;Mato Grosso;2022;Floresta Plantada;PFM;1.2.1 - Lenha de eucalipto;1.2 - Lenha;Madeira para combustível;Tronco e/ou galhos;Eucalipto;2885060;Metros cúbicos;407.098,00;1,04819185;426.716,81 ;141,11;147,91
11;Rondônia;2013;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;4003304;Metros cúbicos;331.231,00 ;1,786224503;591.652,93 ;82,74;147,79
26;Pernambuco;2012;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;23690;Metros cúbicos;1.848,00 ;1,890495089;3.493,63 ;78,01;147,47
43;Rio Grande do Sul;1999;Floresta Plantada;PFNM;2.1 - Acácia-negra (casca);2 - Outros produtos; Não especificado;Casca;Acácia-negra;242544;Toneladas;8.327,00;4,293959328;35.755,80 ;34,33;147,42
25;Paraíba;2019;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;1530;Metros cúbicos;175,00 ;1,283518088;224,62 ;114,38;146,81
14;Roraima;2015;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;357642;Metros cúbicos;34.403,00 ;1,524470319;52.446,35 ;96,19;146,64
50;Mato Grosso do Sul;2021;Floresta Plantada;PFM;1.3.2.2 - Madeira em tora de pinus para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Pinus;73800;Metros cúbicos;9.668,00;1,116013764;10.789,62 ;131,00;146,20
32;Espírito Santo;1999;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;13106;Metros cúbicos;446,00 ;4,293959328;1.915,11 ;34,03;146,12
25;Paraíba;2020;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;1674;Metros cúbicos;198,00 ;1,235121696;244,55 ;118,28;146,09
42;Santa Catarina;2018;Floresta Plantada;PFM;1.3.2.3 - Madeira em tora de outras espécies para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos; Não especificada;122743;Metros cúbicos;13.605,00;1,316055638;17.904,94 ;110,84;145,87
25;Paraíba;2014;Floresta Plantada;PFM;1.2.1 - Lenha de eucalipto;1.2 - Lenha;Madeira para combustível;Tronco e/ou galhos;Eucalipto;152232;Metros cúbicos;13.244,00;1,675833333;22.194,74 ;87,00;145,80
27;Alagoas;2020;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;322;Metros cúbicos;38,00 ;1,235121696;46,93 ;118,01;145,76
42;Santa Catarina;2006;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;98840;Metros cúbicos;5.560,00 ;2,58881797;14.393,83 ;56,25;145,63
11;Rondônia;2022;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;43226;Metros cúbicos;6.002,00 ;1,04819185;6.291,25 ;138,85;145,54
32;Espírito Santo;1997;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;13051;Metros cúbicos;403,00 ;4,710526685;1.898,34 ;30,88;145,46
24;Rio Grande do Norte;2014;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;3826;Metros cúbicos;332,00 ;1,675833333;556,38 ;86,77;145,42
16;Amapá;2022;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;46190;Metros cúbicos;6.407,00;1,04819185;6.715,77 ;138,71;145,39
42;Santa Catarina;2019;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;24382;Metros cúbicos;2.761,00 ;1,283518088;3.543,79 ;113,24;145,34
50;Mato Grosso do Sul;2021;Floresta Plantada;PFNM;2.2 - Eucalipto (folha);2 - Outros produtos; Não especificado;Folha;Eucalipto;3071;Toneladas;399,00;1,116013764;445,29 ;129,93;145,00
50;Mato Grosso do Sul;2019;Floresta Plantada;PFM;1.3.2.2 - Madeira em tora de pinus para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Pinus;105671;Metros cúbicos;11.935,00;1,283518088;15.318,79 ;112,94;144,97
41;Paraná;2015;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;4576669;Metros cúbicos;434.631,00;1,524470319;662.582,06 ;94,97;144,77
33;Rio de Janeiro;2019;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;210138;Metros cúbicos;23.613,00;1,283518088;30.307,71 ;112,37;144,23
42;Santa Catarina;2007;Floresta Natural;PFM;9.1 - Pinheiro brasileiro (nó de pinho);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;380;Metros cúbicos;22,00 ;2,48649349;54,70 ;57,89;143,95
22;Piauí;2022;Floresta Plantada;PFM;1.2.1 - Lenha de eucalipto;1.2 - Lenha;Madeira para combustível;Tronco e/ou galhos;Eucalipto;99300;Metros cúbicos;13.634,00;1,04819185;14.291,05 ;137,30;143,92
14;Roraima;2020;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;329800;Metros cúbicos;38.254,00 ;1,235121696;47.248,35 ;115,99;143,26
24;Rio Grande do Norte;2008;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;6775;Metros cúbicos;415,00 ;2,336720672;969,74 ;61,25;143,13
32;Espírito Santo;1998;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;14823;Metros cúbicos;459,00 ;4,615840291;2.118,67 ;30,97;142,93
51;Mato Grosso;2013;Floresta Plantada;PFM;1.2.2 - Lenha de pinus;1.2 - Lenha;Madeira para combustível;Tronco e/ou galhos;Pinus;16341;Metros cúbicos;1.307,00;1,786224503;2.334,60 ;79,98;142,87
24;Rio Grande do Norte;2006;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;7666;Metros cúbicos;423,00 ;2,58881797;1.095,07 ;55,18;142,85
24;Rio Grande do Norte;2007;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;7607;Metros cúbicos;437,00 ;2,48649349;1.086,60 ;57,45;142,84
11;Rondônia;1998;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;565668;Metros cúbicos;17.495,00 ;4,615840291;80.754,13 ;30,93;142,76
12;Acre;1998;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;200553;Metros cúbicos;6.196,00 ;4,615840291;28.599,75 ;30,89;142,60
42;Santa Catarina;2004;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;187398;Metros cúbicos;9.398,00 ;2,843461732;26.722,85 ;50,15;142,60
41;Paraná;1996;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;1714254;Metros cúbicos;49.210,00 ;4,966056206;244.379,63 ;28,71;142,56
21;Maranhão;2005;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;243303;Metros cúbicos;12.961,00 ;2,673339993;34.649,16 ;53,27;142,41
42;Santa Catarina;2014;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;2050206;Metros cúbicos;174.149,00;1,675833333;291.844,70 ;84,94;142,35
21;Maranhão;1995;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;1048170;Metros cúbicos;26.820,00 ;5,563116526;149.202,79 ;25,59;142,35
24;Rio Grande do Norte;2009;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;6573;Metros cúbicos;417,00 ;2,243257776;935,44 ;63,44;142,32
41;Paraná;2023;Floresta Plantada;PFM;1.3.1.3 - Madeira em tora de outras espécies para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos; Não especificada;62576;Metros cúbicos;8.903,00;1;8.903,00 ;142,27;142,27
51;Mato Grosso;1999;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;2636544;Metros cúbicos;87.313,00 ;4,293959328;374.918,47 ;33,12;142,20
50;Mato Grosso do Sul;2013;Floresta Plantada;PFM;1.3.2.2 - Madeira em tora de pinus para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Pinus;660000;Metros cúbicos;52.500,00;1,786224503;93.776,79 ;79,55;142,09
23;Ceará;2021;Floresta Plantada;PFM;1.3.2.3 - Madeira em tora de outras espécies para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos; Não especificada;2930;Metros cúbicos;373,00;1,116013764;416,27 ;127,30;142,07
32;Espírito Santo;1995;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;10828;Metros cúbicos;276,00 ;5,563116526;1.535,42 ;25,49;141,80
28;Sergipe;2001;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;9012;Metros cúbicos;340,00 ;3,756061826;1.277,06 ;37,73;141,71
29;Bahia;2015;Floresta Plantada;PFM;1.3.1.1 - Madeira em tora de eucalipto para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos;Eucalipto;11126490;Metros cúbicos;1.033.522,00;1,524470319;1.575.573,61 ;92,89;141,61
12;Acre;2014;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;351766;Metros cúbicos;29.695,00 ;1,675833333;49.763,87 ;84,42;141,47
27;Alagoas;2002;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;49;Metros cúbicos;2,00 ;3,463558264;6,93 ;40,82;141,37
12;Acre;2011;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;1064195;Metros cúbicos;75.441,00 ;1,993523839;150.393,43 ;70,89;141,32
42;Santa Catarina;2014;Floresta Plantada;PFM;1.3.2.3 - Madeira em tora de outras espécies para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos; Não especificada;79879;Metros cúbicos;6.733,00;1,675833333;11.283,39 ;84,29;141,26
26;Pernambuco;1998;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;181464;Metros cúbicos;5.541,00 ;4,615840291;25.576,37 ;30,53;140,94
26;Pernambuco;2019;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;6515;Metros cúbicos;715,00;1,283518088;917,72 ;109,75;140,86
28;Sergipe;1999;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;8630;Metros cúbicos;283,00 ;4,293959328;1.215,19 ;32,79;140,81
21;Maranhão;2018;Floresta Plantada;PFM;1.3.1.1 - Madeira em tora de eucalipto para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos;Eucalipto;3314621;Metros cúbicos;354.255,00;1,316055638;466.219,29 ;106,88;140,66
41;Paraná;2021;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;5699440;Metros cúbicos;717.933,00;1,116013764;801.223,11 ;125,97;140,58
32;Espírito Santo;2001;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;14952;Metros cúbicos;559,00 ;3,756061826;2.099,64 ;37,39;140,43
14;Roraima;2021;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;304200;Metros cúbicos;38.237,00 ;1,116013764;42.673,02 ;125,70;140,28
21;Maranhão;2006;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;246512;Metros cúbicos;13.352,00 ;2,58881797;34.565,90 ;54,16;140,22
16;Amapá;2023;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;50162;Metros cúbicos;7.028,00;1;7.028,00 ;140,11;140,11
50;Mato Grosso do Sul;2017;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;173950;Metros cúbicos;17.710,00;1,376028681;24.369,47 ;101,81;140,09
12;Acre;1997;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;213887;Metros cúbicos;6.361,00 ;4,710526685;29.963,66 ;29,74;140,09
32;Espírito Santo;2015;Floresta Plantada;PFM;1.3.2.2 - Madeira em tora de pinus para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Pinus;11520;Metros cúbicos;1.058,00;1,524470319;1.612,89 ;91,84;140,01
51;Mato Grosso;2000;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;2600936;Metros cúbicos;90.380,00 ;4,026194958;363.887,50 ;34,75;139,91
41;Paraná;2014;Floresta Plantada;PFM;1.3.2.2 - Madeira em tora de pinus para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Pinus;12589717;Metros cúbicos;1.049.696,00;1,675833333;1.759.115,55 ;83,38;139,73
31;Minas Gerais;1996;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;176935;Metros cúbicos;4.958,00 ;4,966056206;24.621,71 ;28,02;139,16
27;Alagoas;2001;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;54;Metros cúbicos;2,00 ;3,756061826;7,51 ;37,04;139,11
15;Pará;2022;Floresta Plantada;PFM;1.3.2.3 - Madeira em tora de outras espécies para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos; Não especificada;121366;Metros cúbicos;16.093,00;1,04819185;16.868,55 ;132,60;138,99
41;Paraná;2017;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;4962085;Metros cúbicos;500.462,00;1,376028681;688.650,07 ;100,86;138,78
