Cod_UF;UF;Ano;Tipo de floresta;Tipo de produto florestal;Produto florestal (com código);Grupo;Uso;Parte da planta;Espécie;Quantidade;Unidade de medida PEVS;Valor da produção (mil R$) (nominal) ;Fator de correção IPCA;Valor corrigido (mil R$) (real - IPCA 2023);Preço médio (R$/t) (nominal);Preço médio corrigido (R$/t) (real - IPCA 2023)
42;Santa Catarina;2016;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;5;Mil árvores;;1,413199631;;0,00;0,00
42;Santa Catarina;2017;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;11;Mil árvores;;1,376028681;;0,00;0,00
42;Santa Catarina;2018;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;3;Mil árvores;;1,316055638;;0,00;0,00
42;Santa Catarina;2019;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;5;Mil árvores;;1,283518088;;0,00;0,00
42;Santa Catarina;2020;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;22;Mil árvores;;1,235121696;;0,00;0,00
42;Santa Catarina;2021;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;16;Mil árvores;;1,116013764;;0,00;0,00
42;Santa Catarina;2022;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;30;Mil árvores;;1,04819185;;0,00;0,00
42;Santa Catarina;2023;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;12;Mil árvores;;1;;0,00;0,00
42;Santa Catarina;1994;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;107343;Metros cúbicos;;6,909799807;;0,00;0,00
42;Santa Catarina;1995;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;87298;Metros cúbicos;;5,563116526;;0,00;0,00
42;Santa Catarina;1996;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;40022;Metros cúbicos;;4,966056206;;0,00;0,00
42;Santa Catarina;1997;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;28240;Metros cúbicos;;4,710526685;;0,00;0,00
42;Santa Catarina;1998;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;30255;Metros cúbicos;;4,615840291;;0,00;0,00
42;Santa Catarina;1999;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;28024;Metros cúbicos;;4,293959328;;0,00;0,00
42;Santa Catarina;2000;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;22801;Metros cúbicos;;4,026194958;;0,00;0,00
42;Santa Catarina;2001;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;18117;Metros cúbicos;;3,756061826;;0,00;0,00
42;Santa Catarina;2002;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;8397;Metros cúbicos;;3,463558264;;0,00;0,00
42;Santa Catarina;2003;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;10726;Metros cúbicos;;3,03864389;;0,00;0,00
42;Santa Catarina;2004;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;8054;Metros cúbicos;;2,843461732;;0,00;0,00
42;Santa Catarina;2005;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;5258;Metros cúbicos;;2,673339993;;0,00;0,00
42;Santa Catarina;2006;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;5560;Metros cúbicos;;2,58881797;;0,00;0,00
42;Santa Catarina;2007;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;16384;Metros cúbicos;;2,48649349;;0,00;0,00
42;Santa Catarina;2008;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;12956;Metros cúbicos;;2,336720672;;0,00;0,00
42;Santa Catarina;2009;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;7846;Metros cúbicos;;2,243257776;;0,00;0,00
42;Santa Catarina;2010;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;18859;Metros cúbicos;;2,132474426;;0,00;0,00
42;Santa Catarina;2011;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;12400;Metros cúbicos;;1,993523839;;0,00;0,00
42;Santa Catarina;2012;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;10248;Metros cúbicos;;1,890495089;;0,00;0,00
42;Santa Catarina;2013;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;14181;Metros cúbicos;;1,786224503;;0,00;0,00
42;Santa Catarina;2014;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;5558;Metros cúbicos;;1,675833333;;0,00;0,00
42;Santa Catarina;2015;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;2941;Metros cúbicos;;1,524470319;;0,00;0,00
42;Santa Catarina;2016;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;3625;Metros cúbicos;;1,413199631;;0,00;0,00
42;Santa Catarina;2017;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;34490;Metros cúbicos;;1,376028681;;0,00;0,00
42;Santa Catarina;2018;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;2559;Metros cúbicos;;1,316055638;;0,00;0,00
42;Santa Catarina;2019;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;3074;Metros cúbicos;;1,283518088;;0,00;0,00
42;Santa Catarina;2020;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;20371;Metros cúbicos;;1,235121696;;0,00;0,00
42;Santa Catarina;2021;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;22506;Metros cúbicos;;1,116013764;;0,00;0,00
42;Santa Catarina;2022;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;23956;Metros cúbicos;;1,04819185;;0,00;0,00
42;Santa Catarina;2023;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;24414;Metros cúbicos;;1;;0,00;0,00
43;Rio Grande do Sul;1994;Floresta Natural;PFNM;1.6 - Palmito;1 - Alimentícios;Alimentícios;Palmito;Palmito;1;Toneladas;0,00 ;6,909799807;0,00 ;0,00;0,00
43;Rio Grande do Sul;1995;Floresta Natural;PFNM;1.6 - Palmito;1 - Alimentícios;Alimentícios;Palmito;Palmito;1;Toneladas;0,00 ;5,563116526;0,00 ;0,00;0,00
43;Rio Grande do Sul;1994;Floresta Natural;PFNM;5.4 - Outras Fibras;5 - Fibras;Fibras; Não especificado; Não especificada;5;Toneladas;0,00 ;6,909799807;0,00 ;0,00;0,00
43;Rio Grande do Sul;1995;Floresta Natural;PFNM;5.4 - Outras Fibras;5 - Fibras;Fibras; Não especificado; Não especificada;3;Toneladas;0,00 ;5,563116526;0,00 ;0,00;0,00
43;Rio Grande do Sul;1994;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;9;Mil árvores;;6,909799807;;0,00;0,00
43;Rio Grande do Sul;1995;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;6;Mil árvores;;5,563116526;;0,00;0,00
43;Rio Grande do Sul;1996;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;6;Mil árvores;;4,966056206;;0,00;0,00
43;Rio Grande do Sul;1997;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;6;Mil árvores;;4,710526685;;0,00;0,00
43;Rio Grande do Sul;1998;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;5;Mil árvores;;4,615840291;;0,00;0,00
43;Rio Grande do Sul;1999;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;6;Mil árvores;;4,293959328;;0,00;0,00
43;Rio Grande do Sul;2000;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;5;Mil árvores;;4,026194958;;0,00;0,00
43;Rio Grande do Sul;2001;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;2;Mil árvores;;3,756061826;;0,00;0,00
43;Rio Grande do Sul;2002;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;2;Mil árvores;;3,463558264;;0,00;0,00
43;Rio Grande do Sul;2003;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;2;Mil árvores;;3,03864389;;0,00;0,00
43;Rio Grande do Sul;2004;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;1;Mil árvores;;2,843461732;;0,00;0,00
43;Rio Grande do Sul;2005;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;5;Mil árvores;;2,673339993;;0,00;0,00
43;Rio Grande do Sul;2006;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;2;Mil árvores;;2,58881797;;0,00;0,00
43;Rio Grande do Sul;2007;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;1;Mil árvores;;2,48649349;;0,00;0,00
43;Rio Grande do Sul;2008;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;6;Mil árvores;;2,336720672;;0,00;0,00
43;Rio Grande do Sul;2009;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;2;Mil árvores;;2,243257776;;0,00;0,00
43;Rio Grande do Sul;2010;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;3;Mil árvores;;2,132474426;;0,00;0,00
43;Rio Grande do Sul;2011;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;3;Mil árvores;;1,993523839;;0,00;0,00
43;Rio Grande do Sul;2012;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;10;Mil árvores;;1,890495089;;0,00;0,00
43;Rio Grande do Sul;2013;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;15;Mil árvores;;1,786224503;;0,00;0,00
43;Rio Grande do Sul;2014;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;20;Mil árvores;;1,675833333;;0,00;0,00
43;Rio Grande do Sul;2015;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;14;Mil árvores;;1,524470319;;0,00;0,00
43;Rio Grande do Sul;2016;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;12;Mil árvores;;1,413199631;;0,00;0,00
43;Rio Grande do Sul;2017;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;22;Mil árvores;;1,376028681;;0,00;0,00
43;Rio Grande do Sul;2018;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;15;Mil árvores;;1,316055638;;0,00;0,00
43;Rio Grande do Sul;2019;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;7;Mil árvores;;1,283518088;;0,00;0,00
43;Rio Grande do Sul;2020;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;9;Mil árvores;;1,235121696;;0,00;0,00
43;Rio Grande do Sul;2021;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;8;Mil árvores;;1,116013764;;0,00;0,00
43;Rio Grande do Sul;2022;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;12;Mil árvores;;1,04819185;;0,00;0,00
43;Rio Grande do Sul;2023;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;11;Mil árvores;;1;;0,00;0,00
43;Rio Grande do Sul;1994;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;12284;Metros cúbicos;;6,909799807;;0,00;0,00
43;Rio Grande do Sul;1995;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;10747;Metros cúbicos;;5,563116526;;0,00;0,00
43;Rio Grande do Sul;1996;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;9969;Metros cúbicos;;4,966056206;;0,00;0,00
43;Rio Grande do Sul;1997;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;10663;Metros cúbicos;;4,710526685;;0,00;0,00
43;Rio Grande do Sul;1998;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;8779;Metros cúbicos;;4,615840291;;0,00;0,00
43;Rio Grande do Sul;1999;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;10589;Metros cúbicos;;4,293959328;;0,00;0,00
43;Rio Grande do Sul;2000;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;10014;Metros cúbicos;;4,026194958;;0,00;0,00
43;Rio Grande do Sul;2001;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;2122;Metros cúbicos;;3,756061826;;0,00;0,00
43;Rio Grande do Sul;2002;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;3132;Metros cúbicos;;3,463558264;;0,00;0,00
43;Rio Grande do Sul;2003;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;2445;Metros cúbicos;;3,03864389;;0,00;0,00
43;Rio Grande do Sul;2004;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;2091;Metros cúbicos;;2,843461732;;0,00;0,00
43;Rio Grande do Sul;2005;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;4450;Metros cúbicos;;2,673339993;;0,00;0,00
43;Rio Grande do Sul;2006;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;2613;Metros cúbicos;;2,58881797;;0,00;0,00
43;Rio Grande do Sul;2007;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;1868;Metros cúbicos;;2,48649349;;0,00;0,00
43;Rio Grande do Sul;2008;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;5282;Metros cúbicos;;2,336720672;;0,00;0,00
43;Rio Grande do Sul;2009;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;1355;Metros cúbicos;;2,243257776;;0,00;0,00
43;Rio Grande do Sul;2010;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;3786;Metros cúbicos;;2,132474426;;0,00;0,00
43;Rio Grande do Sul;2011;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;3250;Metros cúbicos;;1,993523839;;0,00;0,00
43;Rio Grande do Sul;2012;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;11553;Metros cúbicos;;1,890495089;;0,00;0,00
43;Rio Grande do Sul;2013;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;17761;Metros cúbicos;;1,786224503;;0,00;0,00
43;Rio Grande do Sul;2014;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;24668;Metros cúbicos;;1,675833333;;0,00;0,00
43;Rio Grande do Sul;2015;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;21490;Metros cúbicos;;1,524470319;;0,00;0,00
43;Rio Grande do Sul;2016;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;21648;Metros cúbicos;;1,413199631;;0,00;0,00
43;Rio Grande do Sul;2017;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;19108;Metros cúbicos;;1,376028681;;0,00;0,00
43;Rio Grande do Sul;2018;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;12409;Metros cúbicos;;1,316055638;;0,00;0,00
43;Rio Grande do Sul;2019;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;6387;Metros cúbicos;;1,283518088;;0,00;0,00
43;Rio Grande do Sul;2020;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;13902;Metros cúbicos;;1,235121696;;0,00;0,00
43;Rio Grande do Sul;2021;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;11429;Metros cúbicos;;1,116013764;;0,00;0,00
43;Rio Grande do Sul;2022;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;16858;Metros cúbicos;;1,04819185;;0,00;0,00
43;Rio Grande do Sul;2023;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;18477;Metros cúbicos;;1;;0,00;0,00
