UF;Ano;Especie;Grupo;Uso;Quantidade;Valor_Corrigido_IPCA_Mil_R$;Preco_Medio_Corrigido_IPCA
Paraná;2014;Pinus;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;7082621;852558.90579;120.377748
Paraná;2021;Pinus;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;15952515;1914782.544576;120.03105
Santa Catarina;2014;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;990800;117780.895932;118.87539000000001
Mato Grosso do Sul;2016;Pinus;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;235000;27912.49839;118.780836
Goiás;2016;Pinus;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;25000;2969.41584;118.780836
Paraná;2022;Pinus;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;9893730;1175046.93192;118.77033
Minas Gerais;2013;Pinus;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;1039688;123338.149692;118.633752
Mato Grosso do Sul;2023;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;1073102;126106.6698;117.520116
Paraná;2021;Pinus;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;8871961;1041254.955024;117.36252599999999
Sergipe;2022;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;5453;639.8154;117.33100800000001
Paraíba;2021;Eucalipto;1.2 - Lenha;Madeira para combustível;200;23.449392;117.24695999999999
São Paulo;2006;Eucalipto;2 - Outros produtos; Não especificado;11697;1370.7808559999999;117.19443
Paraná;2018;Pinus;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;11349215;1329013.748712;117.099876
Paraíba;2020;Eucalipto;1.2 - Lenha;Madeira para combustível;1400;163.504878;116.784696
São Paulo;2023;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;27473226;3181460.5392;115.79713199999999
Mato Grosso do Sul;2017;Eucalipto;2 - Outros produtos; Não especificado;4700;543.569934;115.650048
Distrito Federal;2023;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;149438;17269.7628;115.566
Mato Grosso do Sul;2010;Eucalipto;2 - Outros produtos; Não especificado;1476;170.27074199999998;115.35588
Santa Catarina;2022;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;2650212;305621.157924;115.324362
Paraná;2022;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;5767732;664603.529556;115.229808
Bahia;2013;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;267802;30855.17646;115.219302
Mato Grosso do Sul;2015;Pinus;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;365000;41962.140672;114.967158
Paraná;2023;Pinus;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;7549338;867271.3506;114.88310999999999
Bahia;2021;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;11315265;1299283.5232139998;114.83058
Minas Gerais;2023;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;5441983;624818.085;114.809568
Santa Catarina;2023;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;2595514;297915.4902;114.77805
Mato Grosso do Sul;2022;Pinus;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;377400;43223.291418;114.525906
Rio de Janeiro;2022;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;237196;27114.494148;114.315786
Minas Gerais;2015;Pinus;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;542190;61950.215406;114.263256
Santa Catarina;2013;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;907899;103603.74232800001;114.116172
Santa Catarina;2019;Pinus;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;8686271;990913.449378;114.074148
Rio Grande do Sul;2020;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;3384344;385893.67974;114.021618
Mato Grosso do Sul;2020;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;403466;45878.609376;113.706438
Bahia;2017;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;12837042;1453336.499712;113.21265600000001
Rio Grande do Sul;2023;Pinus;1.2 - Lenha;Madeira para combustível;351526;39779.9184;113.16012599999999
Paraná;2019;Pinus;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;11951147;1347970.564992;112.792416
Goiás;2013;Pinus;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;130000;14637.53703;112.592802
Goiás;2013;Eucalipto;1.2 - Lenha;Madeira para combustível;4458379;501831.108864;112.561284
Paraná;2016;Pinus;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;11352066;1274348.22561;112.25661
Santa Catarina;2021;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;2487708;279186.044772;112.22509199999999
Mato Grosso do Sul;2021;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;450414;50113.136723999996;111.25854000000001
Minas Gerais;2014;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;7443391;824996.236188;110.8383
Mato Grosso do Sul;2011;Eucalipto;2 - Outros produtos; Não especificado;3535;391.65317400000004;110.79627599999999
Santa Catarina;2019;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;2253678;248810.50923599998;110.397048
Distrito Federal;2023;Pinus;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;100742;11113.246799999999;110.313
Paraíba;2018;Eucalipto;1.2 - Lenha;Madeira para combustível;1432;157.621518;110.071362
Distrito Federal;2022;Pinus;1.2 - Lenha;Madeira para combustível;4213;463.619274;110.03984399999999
Rio Grande do Sul;2015;Pinus;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;2161485;236857.076604;109.57758
Santa Catarina;2018;Pinus;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;8274914;905425.6966319999;109.41999
Santa Catarina;2018;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;2609256;285404.82983400003;109.377966
Rondônia;2023;Pinus;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;317;34.6698;109.36746
Goiás;2014;Eucalipto;1.2 - Lenha;Madeira para combustível;4328050;471257.39865;108.884184
Paraíba;2015;Eucalipto;1.2 - Lenha;Madeira para combustível;54700;5943.569886;108.653052
São Paulo;2007;Eucalipto;2 - Outros produtos; Não especificado;13201;1434.153048;108.642546
São Paulo;2013;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;17300614;1876342.86609;108.453438
Mato Grosso;2014;Eucalipto;1.2 - Lenha;Madeira para combustível;1597935;172802.362314;108.13825800000001
São Paulo;2013;Pinus;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;1183660;127712.52240599999;107.89662
Pará;2013;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;308040;33193.433844;107.76004199999998
Rio de Janeiro;2023;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;232962;25098.834;107.73903
Minas Gerais;2021;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;5174202;557391.8902499999;107.72852400000001
Paraíba;2019;Eucalipto;1.2 - Lenha;Madeira para combustível;1429;153.723792;107.570934
Mato Grosso do Sul;2009;Eucalipto;2 - Outros produtos; Não especificado;6006;645.7512899999999;107.518404
Minas Gerais;2017;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;5486519;589314.329226;107.413344
Santa Catarina;2020;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;2280658;244110.65013599998;107.03512799999999
Ceará;2014;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;33;3.51951;106.709442
Minas Gerais;2022;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;5321070;567696.3641580001;106.68843
Bahia;2019;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;10622456;1132743.556368;106.63589999999999
Pará;2014;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;834563;88395.971136;105.92149199999999
Minas Gerais;2014;Eucalipto;2 - Outros produtos; Não especificado;16420;1734.22542;105.616818
Distrito Federal;2021;Pinus;1.2 - Lenha;Madeira para combustível;18000;1899.421764;105.52226399999999
Mato Grosso do Sul;2002;Eucalipto;2 - Outros produtos; Não especificado;276;29.112126;105.469734
São Paulo;2023;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;4674399;492841.713;105.438216
Mato Grosso;2013;Eucalipto;1.2 - Lenha;Madeira para combustível;1315428;137666.043384;104.650266
Bahia;2021;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;23504;2458.6981680000004;104.60824199999999
Paraná;2007;Eucalipto;2 - Outros produtos; Não especificado;2650;276.906642;104.49267599999999
Santa Catarina;2013;Pinus;1.2 - Lenha;Madeira para combustível;1299588;135750.032646;104.46115800000001
Paraná;2022;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;6386835;666738.8215259999;104.387616
Espírito Santo;2018;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;1529891;159482.91855;104.240532
Distrito Federal;2020;Pinus;1.2 - Lenha;Madeira para combustível;15000;1557.14679;103.809786
Paraná;2017;Pinus;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;9673836;1001253.9273479999;103.505112
Paraná;2009;Eucalipto;2 - Outros produtos; Não especificado;2460;254.528862;103.463088
Minas Gerais;2020;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;6025166;621912.38805;103.22145
Mato Grosso do Sul;2000;Eucalipto;2 - Outros produtos; Não especificado;288;29.605908;102.811716
Paraná;2015;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;2852270;293004.67062;102.727668
São Paulo;2013;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;11734029;1201880.758278;102.42299399999999
Goiás;2023;Eucalipto;1.2 - Lenha;Madeira para combustível;3165632;324160.5288;102.40198199999999
Santa Catarina;2017;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;2514219;257106.98187000002;102.265404
Mato Grosso do Sul;2023;Eucalipto;1.2 - Lenha;Madeira para combustível;1261540;128836.1286;102.12882599999999
São Paulo;2005;Eucalipto;2 - Outros produtos; Não especificado;13093;1336.8990059999999;102.10781399999999
Paraná;2023;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;5333683;544232.8626;102.034272
Espírito Santo;2021;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;4618091;470975.123442;101.981742
Minas Gerais;2019;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;5538482;564607.316496;101.939718
Espírito Santo;2021;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;1798719;183193.59477;101.845164
São Paulo;2014;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;16107261;1639000.864044;101.75061
Paraíba;2016;Eucalipto;1.2 - Lenha;Madeira para combustível;74500;7579.427628;101.740104
Mato Grosso do Sul;2023;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;18713239;1901176.266;101.59302
Sergipe;2022;Eucalipto;1.2 - Lenha;Madeira para combustível;135802;13776.391727999999;101.445936
Paraná;2012;Eucalipto;2 - Outros produtos; Não especificado;275;27.809382;101.10974399999999
Mato Grosso do Sul;2016;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;9878927;995319.718308;100.75254000000001
Espírito Santo;2019;Pinus;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;4219;424.768086;100.67899799999999
Sergipe;2014;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;18946;1906.765458;100.63697400000001
Mato Grosso;2015;Eucalipto;1.2 - Lenha;Madeira para combustível;1164672;117175.277562;100.605456
Santa Catarina;2015;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;1033612;103933.17897;100.55292599999999
Minas Gerais;2022;Pinus;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;279450;28079.176079999997;100.479384
São Paulo;2013;Pinus;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;659338;66172.93401;100.363818
Maranhão;2021;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;4176738;419090.359938;100.34280600000001
Bahia;2023;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;13924643;1394099.9736;100.12218
Pará;2015;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;4166394;417050.85117;100.101168
Distrito Federal;2023;Eucalipto;1.2 - Lenha;Madeira para combustível;231;23.1132;100.05914399999999
Maranhão;2017;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;1685869;168528.763152;99.96459
Mato Grosso do Sul;2013;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;8033052;801390.199728;99.76497599999999
Mato Grosso do Sul;2017;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;12860798;1280566.1806980001;99.575868
Paraná;2019;Pinus;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;6516744;648609.888552;99.53384399999999
Mato Grosso do Sul;2022;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;17540067;1744187.0095860001;99.43929
Minas Gerais;2012;Eucalipto;2 - Outros produtos; Não especificado;30903;3068.602986;99.302712
Piauí;2013;Eucalipto;1.2 - Lenha;Madeira para combustível;107643;10687.281029999998;99.2817
Espírito Santo;2021;Pinus;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;13854;1374.153282;99.187146
Mato Grosso;2021;Eucalipto;1.2 - Lenha;Madeira para combustível;1804938;178939.83093599998;99.134616
Rio de Janeiro;2023;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;55485;5477.8284;98.724882
Minas Gerais;2016;Pinus;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;481491;47449.77116999999;98.54628
Minas Gerais;2015;Eucalipto;2 - Outros produtos; Não especificado;26240;2585.0013;98.51476199999999
São Paulo;2012;Eucalipto;2 - Outros produtos; Não especificado;11321;1114.2348419999998;98.420208
Mato Grosso do Sul;2008;Eucalipto;2 - Outros produtos; Não especificado;10737;1055.632374;98.315148
São Paulo;2023;Pinus;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;966111;94895.44499999999;98.22059399999999
Paraná;2008;Eucalipto;2 - Outros produtos; Não especificado;2835;277.41093;97.852884
Minas Gerais;2013;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;5632808;551174.6285580001;97.852884
São Paulo;2002;Eucalipto;2 - Outros produtos; Não especificado;19320;1888.5480539999999;97.74782400000001
Paraná;2019;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;5406346;528308.004378;97.716306
Rio Grande do Sul;2021;Pinus;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;2297508;223944.456678;97.474668
Minas Gerais;2015;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;8195752;796537.572882;97.191006
Mato Grosso;2017;Eucalipto;1.2 - Lenha;Madeira para combustível;1104202;107274.88542600001;97.148982
Maranhão;2022;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;3660292;353889.18890400004;96.686718
Bahia;2020;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;13079511;1261589.171886;96.455586
Rio Grande do Sul;2016;Pinus;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;2248235;216690.095196;96.382044
Mato Grosso do Sul;2022;Eucalipto;1.2 - Lenha;Madeira para combustível;1116269;107579.191716;96.371538
Santa Catarina;2013;Pinus;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;6960902;670320.4324919999;96.297996
Mato Grosso do Sul;2017;Eucalipto;1.2 - Lenha;Madeira para combustível;986742;94944.88623599999;96.22445400000001
Espírito Santo;2020;Pinus;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;11063;1064.04768;96.18243
Mato Grosso do Sul;2015;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;9419761;905206.709568;96.098382
Tocantins;2015;Pinus;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;9000;864.864426;96.098382
Pará;2023;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;308900;29618.515199999998;95.888262
Mato Grosso;2016;Eucalipto;1.2 - Lenha;Madeira para combustível;972749;93195.09092399999;95.804214
Distrito Federal;2016;Eucalipto;1.2 - Lenha;Madeira para combustível;217;20.780868;95.783202
Mato Grosso do Sul;2015;Eucalipto;2 - Outros produtos; Não especificado;1556;148.954068;95.730672
Mato Grosso do Sul;2021;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;13144044;1257763.5170459999;95.688648
Espírito Santo;2019;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;1142041;109057.03921799999;95.489034
Minas Gerais;2016;Eucalipto;2 - Outros produtos; Não especificado;26240;2504.703942;95.457516
São Paulo;2011;Eucalipto;2 - Outros produtos; Não especificado;10581;1009.500528;95.404986
Mato Grosso do Sul;2016;Eucalipto;1.2 - Lenha;Madeira para combustível;733800;69983.176548;95.373468
Paraná;2016;Pinus;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;10061395;956326.846392;95.047782
Santa Catarina;2014;Pinus;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;5161681;490340.875266;94.995252
Bahia;2022;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;15115701;1435896.46617;94.995252
Mato Grosso do Sul;2012;Eucalipto;2 - Outros produtos; Não especificado;3975;377.365014;94.932216
Piauí;2014;Eucalipto;1.2 - Lenha;Madeira para combustível;122304;11600.798741999999;94.848168
Mato Grosso do Sul;2013;Eucalipto;2 - Outros produtos; Não especificado;2400;227.06617799999998;94.617036
Tocantins;2023;Eucalipto;1.2 - Lenha;Madeira para combustível;142856;13510.716;94.575012
São Paulo;2010;Eucalipto;2 - Outros produtos; Não especificado;13370;1261.329348;94.34388
Mato Grosso do Sul;2015;Eucalipto;1.2 - Lenha;Madeira para combustível;758500;71543.85335399999;94.322868
Paraná;2010;Eucalipto;2 - Outros produtos; Não especificado;42540;4010.276778;94.270338
Minas Gerais;2009;Eucalipto;2 - Outros produtos; Não especificado;37160;3502.154088;94.249326
Minas Gerais;2013;Eucalipto;2 - Outros produtos; Não especificado;30030;2818.6652459999996;93.860604
São Paulo;2013;Eucalipto;2 - Outros produtos; Não especificado;23991;2248.1789400000002;93.71352
Bahia;2018;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;13763068;1284738.596574;93.34580999999999
Goiás;2023;Pinus;1.2 - Lenha;Madeira para combustível;9247;862.5426;93.282774
Alagoas;2013;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;1391;129.48645;93.08315999999999
Espírito Santo;2022;Pinus;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;13114;1216.85745;92.788992
Minas Gerais;2010;Eucalipto;2 - Outros produtos; Não especificado;39521;3660.773676;92.631402
Paraná;2013;Pinus;1.2 - Lenha;Madeira para combustível;1081838;99923.72166000001;92.368752
Santa Catarina;2017;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;320463;29582.448102;92.316222
São Paulo;2015;Pinus;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;780406;71987.500722;92.24268
Minas Gerais;2011;Eucalipto;2 - Outros produtos; Não especificado;39947;3681.943266;92.169138
Paraná;2015;Pinus;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;7989858;735042.214746;92.00104199999998
Espírito Santo;2019;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;1349573;123824.062698;91.748898
Mato Grosso do Sul;2018;Eucalipto;1.2 - Lenha;Madeira para combustível;866652;79387.506882;91.60181399999999
Bahia;2023;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;64439;5900.1696;91.55979
Bahia;2015;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;240632;21962.856036;91.276128
Pará;2022;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;2864939;259946.52253800002;90.729816
Paraná;2011;Eucalipto;2 - Outros produtos; Não especificado;2734;247.143144;90.393624
Pará;2023;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;2650860;236793.6834;89.322012
Espírito Santo;2022;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;1630208;145413.06272400002;89.19594000000001
Distrito Federal;2023;Pinus;1.2 - Lenha;Madeira para combustível;1685;150.23579999999998;89.164422
Mato Grosso do Sul;2016;Eucalipto;2 - Outros produtos; Não especificado;2000;178.160748;89.080374
Espírito Santo;2020;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;1200331;106840.745988;89.006832
Ceará;2015;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;18;1.5969119999999999;88.975314
Sergipe;2021;Eucalipto;1.2 - Lenha;Madeira para combustível;120243;10652.022894;88.586592
Paraná;2018;Pinus;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;8430773;746679.7214520001;88.56558
Distrito Federal;2018;Eucalipto;1.2 - Lenha;Madeira para combustível;250;22.125635999999997;88.49203800000001
São Paulo;2014;Eucalipto;2 - Outros produtos; Não especificado;6152;544.032198;88.429002
Paraná;2017;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;6653336;588088.415604;88.386978
Rio Grande do Sul;2022;Eucalipto;1.2 - Lenha;Madeira para combustível;7789774;687990.3583259999;88.32394199999999
Minas Gerais;2017;Eucalipto;2 - Outros produtos; Não especificado;64420;5674.196046;88.08230400000001
Mato Grosso do Sul;2013;Eucalipto;1.2 - Lenha;Madeira para combustível;423400;37201.861566;87.861678
Santa Catarina;2014;Pinus;1.2 - Lenha;Madeira para combustível;1651963;145116.446826;87.840666
Distrito Federal;2019;Eucalipto;1.2 - Lenha;Madeira para combustível;215;18.879282;87.809148
Rio Grande do Sul;2023;Eucalipto;1.2 - Lenha;Madeira para combustível;8852000;773923.4394;87.430932
Minas Gerais;2016;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;7775170;678106.019358;87.210306
Rio Grande do Sul;2020;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;7608889;662228.101944;87.031704
Distrito Federal;2017;Eucalipto;1.2 - Lenha;Madeira para combustível;283;24.573534;86.842596
Mato Grosso;2018;Eucalipto;1.2 - Lenha;Madeira para combustível;1040431;90033.888054;86.53792200000001
Maranhão;2020;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;2218712;191092.54137599998;86.12818800000001
Espírito Santo;2020;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;3000826;257914.725174;85.949586
Tocantins;2021;Eucalipto;1.2 - Lenha;Madeira para combustível;173380;14836.615224000001;85.57137
Espírito Santo;2022;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;4693444;398927.307774;84.99354000000001
Minas Gerais;2014;Pinus;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;150644;12794.500968;84.930504
São Paulo;2023;Eucalipto;1.2 - Lenha;Madeira para combustível;4524232;382960.5096;84.64684199999999
São Paulo;2022;Pinus;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;920400;77675.28102600001;84.39469799999999
Mato Grosso;2019;Eucalipto;1.2 - Lenha;Madeira para combustível;1047324;88289.335236;84.30014399999999
Sergipe;2013;Eucalipto;1.2 - Lenha;Madeira para combustível;25399;2137.456206;84.15306
Minas Gerais;2018;Eucalipto;2 - Outros produtos; Não especificado;67509;5652.2700239999995;83.722314
Pará;2015;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;399000;33302.244486;83.45966399999999
Maranhão;2022;Eucalipto;1.2 - Lenha;Madeira para combustível;55415;4616.357412;83.302074
Rio Grande do Sul;2019;Pinus;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;1885034;156494.654946;83.018412
Paraná;2018;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;7032126;583680.728364;82.9974
Mato Grosso do Sul;2019;Eucalipto;1.2 - Lenha;Madeira para combustível;1063672;88275.856038;82.98689399999999
São Paulo;2014;Pinus;1.2 - Lenha;Madeira para combustível;333303;27629.571809999998;82.89234
Pernambuco;2018;Eucalipto;1.2 - Lenha;Madeira para combustível;14035;1162.8040799999999;82.85031599999999
Piauí;2016;Eucalipto;1.2 - Lenha;Madeira para combustível;96973;8030.7864;82.818798
Minas Gerais;2019;Eucalipto;2 - Outros produtos; Não especificado;63450;5248.21977;82.713738
São Paulo;2014;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;9020721;743058.261228;82.377546
São Paulo;2013;Eucalipto;1.2 - Lenha;Madeira para combustível;6524082;536041.660086;82.16742599999999
Pará;2022;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;472960;38829.377543999995;82.093884
São Paulo;2018;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;6067983;497977.28743799997;82.062366
São Paulo;2023;Eucalipto;2 - Outros produtos; Não especificado;10837;888.8076;82.02034199999999
São Paulo;2022;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;24651738;2018566.2546839998;81.883764
Minas Gerais;2020;Eucalipto;2 - Outros produtos; Não especificado;71000;5813.33751;81.873258
Rio Grande do Sul;2021;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;7848037;641134.2181800001;81.69465600000001
São Paulo;2022;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;6187717;505066.084866;81.62111399999999
Rio Grande do Sul;2017;Pinus;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;2394951;195331.21859399998;81.558078
Rio Grande do Sul;2020;Pinus;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;2170808;176982.23745;81.52655999999999
São Paulo;1999;Eucalipto;2 - Outros produtos; Não especificado;9243;753.374754;81.50554799999999
Mato Grosso do Sul;2014;Eucalipto;1.2 - Lenha;Madeira para combustível;544000;44251.692240000004;81.347958
São Paulo;2015;Eucalipto;2 - Outros produtos; Não especificado;8284;672.6781679999999;81.200874
Sergipe;2014;Eucalipto;1.2 - Lenha;Madeira para combustível;42573;3456.116796;81.179862
Santa Catarina;2015;Pinus;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;4384093;355468.99713599996;81.08530800000001
Minas Gerais;2019;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;6197618;502319.060034;81.05379
Goiás;2023;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;268500;21752.673;81.011766
Minas Gerais;2023;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;10230113;828111.2862;80.94873
Pernambuco;2019;Eucalipto;1.2 - Lenha;Madeira para combustível;15035;1214.96637;80.812152
