Cod_UF;UF;Ano;Tipo_Floresta;Tipo_Produto;Produto_Florestal_Codigo;Grupo;Uso;Parte_Planta;Especie;Quantidade;Unidade_Medida_PEVS;Valor_Producao_Nominal_Mil_R$;Fator_Correcao_IPCA;Valor_Corrigido_IPCA_Mil_R$;Preco_Medio_Nominal;Preco_Medio_Corrigido_IPCA
16;Amapá;2014;Floresta Plantada;PFM;1.3.2.2 - Madeira em tora de pinus para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Pinus;3105;Metros cúbicos;357,00;1.76;628.54;114,98;202.42
52;Goiás;2017;Floresta Plantada;PFM;1.3.2.2 - Madeira em tora de pinus para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Pinus;141587;Metros cúbicos;19.822,00;1.44;28655.78;140,00;202.38
27;Alagoas;2022;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;378370;Metros cúbicos;69.128,00;1.1;76125.85;182,70;201.18
52;Goiás;2023;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;441950;Metros cúbicos;84.290,00;1.05;88555.07;190,72;200.37
32;Espírito Santo;2014;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;1080282;Metros cúbicos;121.546,00;1.76;213997.59;112,51;198.09
52;Goiás;2014;Floresta Plantada;PFM;1.3.2.2 - Madeira em tora de pinus para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Pinus;115927;Metros cúbicos;12.984,00;1.76;22860.02;112,00;197.19
16;Amapá;2013;Floresta Plantada;PFM;1.3.1.2 - Madeira em tora de pinus para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos;Pinus;50834;Metros cúbicos;5.338,00;1.87;10017.33;105,01;197.06
41;Paraná;1998;Floresta Plantada;PFNM;2.2 - Eucalipto (folha);2 - Outros produtos; Não especificado;Folha;Eucalipto;320;Toneladas;13,00;4.84;63.04;40,63;197.0
52;Goiás;2016;Floresta Plantada;PFM;1.3.2.2 - Madeira em tora de pinus para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Pinus;109000;Metros cúbicos;14.388,00;1.48;21361.97;132,00;195.97
53;Distrito Federal;2016;Floresta Plantada;PFM;1.3.2.2 - Madeira em tora de pinus para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Pinus;68175;Metros cúbicos;8.999,00;1.48;13360.87;132,00;195.97
16;Amapá;2016;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;241425;Metros cúbicos;31.696,00;1.48;47059.29;131,29;194.91
16;Amapá;2016;Floresta Plantada;PFM;1.3.1.1 - Madeira em tora de eucalipto para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos;Eucalipto;969915;Metros cúbicos;127.335,00;1.48;189055.23;131,28;194.91
53;Distrito Federal;2014;Floresta Plantada;PFM;1.3.2.2 - Madeira em tora de pinus para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Pinus;43023;Metros cúbicos;4.733,00;1.76;8333.06;110,01;193.68
53;Distrito Federal;2014;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;5228;Metros cúbicos;575,00;1.76;1012.35;109,98;193.64
50;Mato Grosso do Sul;2014;Floresta Plantada;PFNM;2.2 - Eucalipto (folha);2 - Outros produtos; Não especificado;Folha;Eucalipto;1700;Toneladas;186,00;1.76;327.48;109,41;192.63
52;Goiás;2014;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;482253;Metros cúbicos;52.529,00;1.76;92484.16;108,92;191.77
52;Goiás;2019;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;566454;Metros cúbicos;80.487,00;1.34;108533.82;142,09;191.59
16;Amapá;2017;Floresta Plantada;PFM;1.3.1.1 - Madeira em tora de eucalipto para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos;Eucalipto;1010091;Metros cúbicos;132.728,00;1.44;191878.98;131,40;189.95
16;Amapá;2017;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;53253;Metros cúbicos;6.989,00;1.44;10103.68;131,24;189.72
52;Goiás;2021;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;467751;Metros cúbicos;75.135,00;1.17;88094.58;160,63;188.34
32;Espírito Santo;2013;Floresta Plantada;PFM;1.3.2.2 - Madeira em tora de pinus para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Pinus;14200;Metros cúbicos;1.422,00;1.87;2668.53;100,14;187.92
51;Mato Grosso;2019;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;141824;Metros cúbicos;19.693,00;1.34;26555.3;138,86;187.23
32;Espírito Santo;2015;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;1194528;Metros cúbicos;138.995,00;1.6;222615.57;116,36;186.36
16;Amapá;2018;Floresta Plantada;PFM;1.3.1.1 - Madeira em tora de eucalipto para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos;Eucalipto;1074392;Metros cúbicos;142.570,00;1.38;197124.13;132,70;183.47
16;Amapá;2018;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;59874;Metros cúbicos;7.942,00;1.38;10980.98;132,65;183.4
51;Mato Grosso;2005;Floresta Plantada;PFNM;2.2 - Eucalipto (folha);2 - Outros produtos; Não especificado;Folha;Eucalipto;8135;Toneladas;529,00;2.8;1485.75;65,03;182.63
51;Mato Grosso;2020;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;141932;Metros cúbicos;19.880,00;1.29;25796.66;140,07;181.75
52;Goiás;2015;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;467224;Metros cúbicos;52.736,00;1.6;84462.43;112,87;180.77
16;Amapá;2019;Floresta Plantada;PFM;1.3.1.1 - Madeira em tora de eucalipto para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos;Eucalipto;1132841;Metros cúbicos;151.795,00;1.34;204690.11;133,99;180.68
52;Goiás;2017;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;525850;Metros cúbicos;65.619,00;1.44;94862.48;124,79;180.39
16;Amapá;2019;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;63497;Metros cúbicos;8.477,00;1.34;11430.92;133,50;180.02
51;Mato Grosso;2023;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;49109;Metros cúbicos;8.373,00;1.05;8796.67;170,50;179.12
16;Amapá;2020;Floresta Plantada;PFM;1.3.1.1 - Madeira em tora de eucalipto para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos;Eucalipto;1023224;Metros cúbicos;139.525,00;1.29;181050.26;136,36;176.94
53;Distrito Federal;2015;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;6235;Metros cúbicos;686,00;1.6;1098.7;110,02;176.21
53;Distrito Federal;2015;Floresta Plantada;PFM;1.3.2.2 - Madeira em tora de pinus para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Pinus;70627;Metros cúbicos;7.769,00;1.6;12442.89;110,00;176.17
52;Goiás;2015;Floresta Plantada;PFM;1.3.2.2 - Madeira em tora de pinus para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Pinus;106801;Metros cúbicos;11.748,00;1.6;18815.69;110,00;176.17
51;Mato Grosso;2021;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;130701;Metros cúbicos;19.534,00;1.17;22903.3;149,46;175.22
50;Mato Grosso do Sul;2019;Floresta Plantada;PFNM;2.2 - Eucalipto (folha);2 - Outros produtos; Não especificado;Folha;Eucalipto;3386;Toneladas;440,00;1.34;593.32;129,95;175.22
41;Paraná;2014;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;5566167;Metros cúbicos;550.820,00;1.76;969790.49;98,96;174.23
16;Amapá;2020;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;59179;Metros cúbicos;7.942,00;1.29;10305.69;134,20;174.14
52;Goiás;2020;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;511205;Metros cúbicos;68.317,00;1.29;88649.42;133,64;173.41
51;Mato Grosso;2022;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;125366;Metros cúbicos;19.731,00;1.1;21728.37;157,39;173.31
50;Mato Grosso do Sul;2014;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;172600;Metros cúbicos;16.990,00;1.76;29913.11;98,44;173.3
16;Amapá;2021;Floresta Plantada;PFM;1.3.1.1 - Madeira em tora de eucalipto para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos;Eucalipto;934947;Metros cúbicos;137.560,00;1.17;161286.9;147,13;172.5
27;Alagoas;2020;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;147640;Metros cúbicos;19.539,00;1.29;25354.17;132,34;171.73
43;Rio Grande do Sul;2022;Floresta Plantada;PFM;1.3.1.1 - Madeira em tora de eucalipto para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos;Eucalipto;8076966;Metros cúbicos;1.259.100,00;1.1;1386559.14;155,89;171.66
33;Rio de Janeiro;2017;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;220063;Metros cúbicos;26.108,00;1.44;37743.18;118,64;171.51
52;Goiás;2018;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;454335;Metros cúbicos;56.090,00;1.38;77552.72;123,46;170.69
50;Mato Grosso do Sul;2020;Floresta Plantada;PFNM;2.2 - Eucalipto (folha);2 - Outros produtos; Não especificado;Folha;Eucalipto;3075;Toneladas;400,00;1.29;519.04;130,08;168.79
50;Mato Grosso do Sul;2020;Floresta Plantada;PFM;1.3.2.2 - Madeira em tora de pinus para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Pinus;90000;Metros cúbicos;11.700,00;1.29;15182.13;130,00;168.69
52;Goiás;2016;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;559296;Metros cúbicos;62.623,00;1.48;92976.83;111,97;166.23
41;Paraná;2013;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;6092473;Metros cúbicos;539.408,00;1.87;1012257.08;88,54;166.15
35;São Paulo;2023;Floresta Plantada;PFM;1.3.2.2 - Madeira em tora de pinus para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Pinus;433134;Metros cúbicos;68.491,00;1.05;71956.64;158,13;166.13
42;Santa Catarina;2013;Floresta Plantada;PFM;1.3.2.2 - Madeira em tora de pinus para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Pinus;6028084;Metros cúbicos;527.818,00;1.87;990507.19;87,56;164.31
16;Amapá;2022;Floresta Plantada;PFM;1.3.1.1 - Madeira em tora de eucalipto para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos;Eucalipto;1002764;Metros cúbicos;149.237,00;1.1;164344.31;148,83;163.89
16;Amapá;2023;Floresta Plantada;PFM;1.3.1.1 - Madeira em tora de eucalipto para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos;Eucalipto;989026;Metros cúbicos;153.285,00;1.05;161041.22;154,99;162.83
29;Bahia;2013;Floresta Plantada;PFM;1.3.1.1 - Madeira em tora de eucalipto para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos;Eucalipto;11182710;Metros cúbicos;968.376,00;1.87;1817261.62;86,60;162.5
50;Mato Grosso do Sul;2015;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;146850;Metros cúbicos;14.733,00;1.6;23596.49;100,33;160.68
33;Rio de Janeiro;2018;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;216962;Metros cúbicos;25.199,00;1.38;34841.35;116,14;160.58
42;Santa Catarina;2013;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;1870847;Metros cúbicos;160.000,00;1.87;300257.19;85,52;160.48
28;Sergipe;2016;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;56;Metros cúbicos;6,00;1.48;8.9;107,14;159.07
32;Espírito Santo;2013;Floresta Plantada;PFM;1.3.1.1 - Madeira em tora de eucalipto para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos;Eucalipto;5047176;Metros cúbicos;427.738,00;1.87;802696.32;84,75;159.03
27;Alagoas;2021;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;414273;Metros cúbicos;55.842,00;1.17;65473.85;134,80;158.04
43;Rio Grande do Sul;2023;Floresta Plantada;PFM;1.3.1.1 - Madeira em tora de eucalipto para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos;Eucalipto;7820786;Metros cúbicos;1.176.029,00;1.05;1235536.06;150,37;157.97
11;Rondônia;2023;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;8909;Metros cúbicos;1.336,00;1.05;1403.6;149,96;157.54
15;Pará;2013;Floresta Plantada;PFM;1.3.1.1 - Madeira em tora de eucalipto para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos;Eucalipto;1561140;Metros cúbicos;130.980,00;1.87;245798.05;83,90;157.44
16;Amapá;2021;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;45096;Metros cúbicos;6.052,00;1.17;7095.87;134,20;157.34
31;Minas Gerais;2013;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;6378289;Metros cúbicos;529.013,00;1.87;992749.74;82,94;155.64
51;Mato Grosso;2022;Floresta Plantada;PFM;1.2.1 - Lenha de eucalipto;1.2 - Lenha;Madeira para combustível;Tronco e/ou galhos;Eucalipto;2885060;Metros cúbicos;407.098,00;1.1;448308.68;141,11;155.39
50;Mato Grosso do Sul;2021;Floresta Plantada;PFM;1.3.2.2 - Madeira em tora de pinus para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Pinus;73800;Metros cúbicos;9.668,00;1.17;11335.57;131,00;153.59
25;Paraíba;2014;Floresta Plantada;PFM;1.2.1 - Lenha de eucalipto;1.2 - Lenha;Madeira para combustível;Tronco e/ou galhos;Eucalipto;152232;Metros cúbicos;13.244,00;1.76;23317.79;87,00;153.17
16;Amapá;2022;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;46190;Metros cúbicos;6.407,00;1.1;7055.58;138,71;152.74
50;Mato Grosso do Sul;2021;Floresta Plantada;PFNM;2.2 - Eucalipto (folha);2 - Outros produtos; Não especificado;Folha;Eucalipto;3071;Toneladas;399,00;1.17;467.82;129,93;152.33
50;Mato Grosso do Sul;2019;Floresta Plantada;PFM;1.3.2.2 - Madeira em tora de pinus para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Pinus;105671;Metros cúbicos;11.935,00;1.34;16093.92;112,94;152.3
41;Paraná;2015;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;4576669;Metros cúbicos;434.631,00;1.6;696108.71;94,97;152.09
33;Rio de Janeiro;2019;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;210138;Metros cúbicos;23.613,00;1.34;31841.28;112,37;151.52
22;Piauí;2022;Floresta Plantada;PFM;1.2.1 - Lenha de eucalipto;1.2 - Lenha;Madeira para combustível;Tronco e/ou galhos;Eucalipto;99300;Metros cúbicos;13.634,00;1.1;15014.17;137,30;151.2
51;Mato Grosso;2013;Floresta Plantada;PFM;1.2.2 - Lenha de pinus;1.2 - Lenha;Madeira para combustível;Tronco e/ou galhos;Pinus;16341;Metros cúbicos;1.307,00;1.87;2452.73;79,98;150.09
42;Santa Catarina;2014;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;2050206;Metros cúbicos;174.149,00;1.76;306612.04;84,94;149.55
50;Mato Grosso do Sul;2013;Floresta Plantada;PFM;1.3.2.2 - Madeira em tora de pinus para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Pinus;660000;Metros cúbicos;52.500,00;1.87;98521.89;79,55;149.27
29;Bahia;2015;Floresta Plantada;PFM;1.3.1.1 - Madeira em tora de eucalipto para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos;Eucalipto;11126490;Metros cúbicos;1.033.522,00;1.6;1655297.63;92,89;148.77
26;Pernambuco;2019;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;6515;Metros cúbicos;715,00;1.34;964.15;109,75;147.98
21;Maranhão;2018;Floresta Plantada;PFM;1.3.1.1 - Madeira em tora de eucalipto para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos;Eucalipto;3314621;Metros cúbicos;354.255,00;1.38;489809.98;106,88;147.77
41;Paraná;2021;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;5699440;Metros cúbicos;717.933,00;1.17;841764.99;125,97;147.69
16;Amapá;2023;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;50162;Metros cúbicos;7.028,00;1.05;7383.61;140,11;147.19
50;Mato Grosso do Sul;2017;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;173950;Metros cúbicos;17.710,00;1.44;25602.56;101,81;147.17
32;Espírito Santo;2015;Floresta Plantada;PFM;1.3.2.2 - Madeira em tora de pinus para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Pinus;11520;Metros cúbicos;1.058,00;1.6;1694.5;91,84;147.09
41;Paraná;2014;Floresta Plantada;PFM;1.3.2.2 - Madeira em tora de pinus para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Pinus;12589717;Metros cúbicos;1.049.696,00;1.76;1848126.79;83,38;146.8
41;Paraná;2017;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;4962085;Metros cúbicos;500.462,00;1.44;723495.76;100,86;145.8
32;Espírito Santo;2014;Floresta Plantada;PFM;1.3.1.1 - Madeira em tora de eucalipto para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos;Eucalipto;4973230;Metros cúbicos;410.808,00;1.76;723281.09;82,60;145.43
50;Mato Grosso do Sul;2016;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;125980;Metros cúbicos;12.315,00;1.48;18284.16;97,75;145.14
31;Minas Gerais;2014;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;4245027;Metros cúbicos;349.273,00;1.76;614940.7;82,28;144.85
41;Paraná;2016;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;4872513;Metros cúbicos;475.110,00;1.48;705399.39;97,51;144.77
17;Tocantins;2015;Floresta Plantada;PFM;1.2.1 - Lenha de eucalipto;1.2 - Lenha;Madeira para combustível;Tronco e/ou galhos;Eucalipto;2300;Metros cúbicos;207,00;1.6;331.53;90,00;144.14
41;Paraná;2018;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;4798029;Metros cúbicos;499.654,00;1.38;690845.62;104,14;143.98
43;Rio Grande do Sul;2023;Floresta Plantada;PFM;1.3.2.2 - Madeira em tora de pinus para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Pinus;3134103;Metros cúbicos;429.279,00;1.05;451000.51;136,97;143.9
43;Rio Grande do Sul;2023;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;3924004;Metros cúbicos;536.652,00;1.05;563806.59;136,76;143.68
41;Paraná;2014;Floresta Plantada;PFM;1.3.1.1 - Madeira em tora de eucalipto para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos;Eucalipto;3331219;Metros cúbicos;271.785,00;1.76;478512.95;81,59;143.64
42;Santa Catarina;2023;Floresta Plantada;PFM;1.3.2.2 - Madeira em tora de pinus para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Pinus;10236722;Metros cúbicos;1.399.308,00;1.05;1470112.98;136,69;143.6
21;Maranhão;2019;Floresta Plantada;PFM;1.3.1.1 - Madeira em tora de eucalipto para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos;Eucalipto;2293525;Metros cúbicos;244.031,00;1.34;329067.04;106,40;143.48
50;Mato Grosso do Sul;2022;Floresta Plantada;PFNM;2.2 - Eucalipto (folha);2 - Outros produtos; Não especificado;Folha;Eucalipto;884;Toneladas;115,00;1.1;126.63;130,09;143.25
