Cod_UF;UF;Ano;Tipo_Floresta;Tipo_Produto;Produto_Florestal_Codigo;Grupo;Uso;Parte_Planta;Especie;Quantidade;Unidade_Medida_PEVS;Valor_Producao_Nominal_Mil_R$;Fator_Correcao_IPCA;Valor_Corrigido_IPCA_Mil_R$;Preco_Medio_Nominal;Preco_Medio_Corrigido_IPCA
50;Mato Grosso do Sul;2018;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;428785;Metros cúbicos;44.296,00;1.38;61245.77;103,31;142.83
42;Santa Catarina;2014;Floresta Plantada;PFM;1.3.2.2 - Madeira em tora de pinus para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Pinus;6032262;Metros cúbicos;488.444,00;1.76;859969.4;80,97;142.56
26;Pernambuco;2020;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;7020;Metros cúbicos;771,00;1.29;1000.46;109,83;142.51
29;Bahia;2016;Floresta Plantada;PFM;1.3.1.1 - Madeira em tora de eucalipto para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos;Eucalipto;13617123;Metros cúbicos;1.305.736,00;1.48;1938636.07;95,89;142.36
21;Maranhão;2014;Floresta Plantada;PFM;1.3.1.1 - Madeira em tora de eucalipto para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos;Eucalipto;2010118;Metros cúbicos;162.156,00;1.76;285496.79;80,67;142.03
53;Distrito Federal;2020;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;4500;Metros cúbicos;491,00;1.29;637.12;109,11;141.58
50;Mato Grosso do Sul;2023;Floresta Plantada;PFNM;2.2 - Eucalipto (folha);2 - Outros produtos; Não especificado;Folha;Eucalipto;950;Toneladas;128,00;1.05;134.47;134,74;141.55
43;Rio Grande do Sul;2022;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;3926975;Metros cúbicos;502.375,00;1.1;553230.6;127,93;140.87
53;Distrito Federal;2021;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;5200;Metros cúbicos;624,00;1.17;731.62;120,00;140.69
50;Mato Grosso do Sul;2013;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;107049;Metros cúbicos;8.025,00;1.87;15059.77;74,97;140.68
32;Espírito Santo;2023;Floresta Plantada;PFM;1.3.2.2 - Madeira em tora de pinus para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Pinus;16900;Metros cúbicos;2.262,00;1.05;2376.45;133,85;140.62
33;Rio de Janeiro;2020;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;293894;Metros cúbicos;31.804,00;1.29;41269.46;108,22;140.42
41;Paraná;2019;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;5278881;Metros cúbicos;549.588,00;1.34;741099.69;104,11;140.39
42;Santa Catarina;2017;Floresta Plantada;PFM;1.3.2.2 - Madeira em tora de pinus para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Pinus;7922963;Metros cúbicos;768.757,00;1.44;1111357.96;97,03;140.26
22;Piauí;2023;Floresta Plantada;PFM;1.2.1 - Lenha de eucalipto;1.2 - Lenha;Madeira para combustível;Tronco e/ou galhos;Eucalipto;110366;Metros cúbicos;14.705,00;1.05;15449.07;133,24;139.98
28;Sergipe;2023;Floresta Plantada;PFM;1.2.1 - Lenha de eucalipto;1.2 - Lenha;Madeira para combustível;Tronco e/ou galhos;Eucalipto;88646;Metros cúbicos;11.770,00;1.05;12365.56;132,78;139.49
32;Espírito Santo;2023;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;1615822;Metros cúbicos;213.113,00;1.05;223896.51;131,89;138.56
42;Santa Catarina;2021;Floresta Plantada;PFM;1.3.2.2 - Madeira em tora de pinus para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Pinus;9862430;Metros cúbicos;1.163.665,00;1.17;1364378.66;117,99;138.34
50;Mato Grosso do Sul;2018;Floresta Plantada;PFM;1.3.2.2 - Madeira em tora de pinus para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Pinus;102481;Metros cúbicos;10.233,00;1.38;14148.64;99,85;138.05
42;Santa Catarina;2015;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;1990618;Metros cúbicos;171.572,00;1.6;274791.17;86,19;138.03
26;Pernambuco;2018;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;6015;Metros cúbicos;600,00;1.38;829.58;99,75;137.92
53;Distrito Federal;2022;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;5000;Metros cúbicos;625,00;1.1;688.26;125,00;137.64
31;Minas Gerais;2015;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;4131924;Metros cúbicos;354.008,00;1.6;566982.22;85,68;137.21
50;Mato Grosso do Sul;2019;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;451867;Metros cúbicos;45.663,00;1.34;61574.92;101,05;136.26
43;Rio Grande do Sul;2019;Floresta Plantada;PFM;1.2.2 - Lenha de pinus;1.2 - Lenha;Madeira para combustível;Tronco e/ou galhos;Pinus;245211;Metros cúbicos;24.616,00;1.34;33193.79;100,39;135.36
53;Distrito Federal;2019;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;3685;Metros cúbicos;369,00;1.34;497.58;100,14;135.03
41;Paraná;2013;Floresta Plantada;PFM;1.3.2.2 - Madeira em tora de pinus para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Pinus;11240394;Metros cúbicos;807.676,00;1.87;1515690.8;71,85;134.84
51;Mato Grosso;2023;Floresta Plantada;PFM;1.2.1 - Lenha de eucalipto;1.2 - Lenha;Madeira para combustível;Tronco e/ou galhos;Eucalipto;4937285;Metros cúbicos;632.600,00;1.05;664609.55;128,13;134.61
43;Rio Grande do Sul;2020;Floresta Plantada;PFM;1.2.2 - Lenha de pinus;1.2 - Lenha;Madeira para combustível;Tronco e/ou galhos;Pinus;231230;Metros cúbicos;23.959,00;1.29;31089.64;103,62;134.45
31;Minas Gerais;2018;Floresta Plantada;PFM;1.3.2.2 - Madeira em tora de pinus para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Pinus;457576;Metros cúbicos;44.355,00;1.38;61327.35;96,93;134.02
32;Espírito Santo;2023;Floresta Plantada;PFM;1.3.1.1 - Madeira em tora de eucalipto para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos;Eucalipto;5956577;Metros cúbicos;759.635,00;1.05;798072.53;127,53;133.98
21;Maranhão;2016;Floresta Plantada;PFM;1.3.1.1 - Madeira em tora de eucalipto para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos;Eucalipto;1076576;Metros cúbicos;96.892,00;1.48;143856.28;90,00;133.62
27;Alagoas;2023;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;561092;Metros cúbicos;71.364,00;1.05;74975.01;127,19;133.62
41;Paraná;2020;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;6293952;Metros cúbicos;647.472,00;1.29;840171.88;102,87;133.48
41;Paraná;2023;Floresta Plantada;PFM;1.3.2.2 - Madeira em tora de pinus para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Pinus;14833542;Metros cúbicos;1.879.152,00;1.05;1974237.09;126,68;133.09
28;Sergipe;2023;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;6506;Metros cúbicos;823,00;1.05;864.64;126,50;132.9
42;Santa Catarina;2015;Floresta Plantada;PFM;1.3.2.2 - Madeira em tora de pinus para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Pinus;6351684;Metros cúbicos;526.395,00;1.6;843078.71;82,87;132.73
32;Espírito Santo;2016;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;1549480;Metros cúbicos;137.722,00;1.48;204476.89;88,88;131.96
42;Santa Catarina;2022;Floresta Plantada;PFM;1.3.2.2 - Madeira em tora de pinus para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Pinus;10074427;Metros cúbicos;1.205.827,00;1.1;1327893.29;119,69;131.8
53;Distrito Federal;2020;Floresta Plantada;PFM;1.2.1 - Lenha de eucalipto;1.2 - Lenha;Madeira para combustível;Tronco e/ou galhos;Eucalipto;266;Metros cúbicos;27,00;1.29;35.03;101,50;131.71
43;Rio Grande do Sul;2021;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;3366991;Metros cúbicos;377.739,00;1.17;442892.95;112,19;131.53
53;Distrito Federal;2018;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;4300;Metros cúbicos;409,00;1.38;565.5;95,12;131.51
21;Maranhão;2015;Floresta Plantada;PFM;1.3.1.1 - Madeira em tora de eucalipto para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos;Eucalipto;1268761;Metros cúbicos;104.038,00;1.6;166628.14;82,00;131.33
41;Paraná;2020;Floresta Plantada;PFM;1.3.1.1 - Madeira em tora de eucalipto para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos;Eucalipto;6829399;Metros cúbicos;690.208,00;1.29;895626.91;101,06;131.14
32;Espírito Santo;2016;Floresta Plantada;PFM;1.3.2.2 - Madeira em tora de pinus para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Pinus;7968;Metros cúbicos;700,00;1.48;1039.29;87,85;130.43
21;Maranhão;2023;Floresta Plantada;PFM;1.3.1.1 - Madeira em tora de eucalipto para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos;Eucalipto;3798255;Metros cúbicos;471.083,00;1.05;494919.79;124,03;130.3
53;Distrito Federal;2017;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;4345;Metros cúbicos;391,00;1.44;565.25;89,99;130.09
32;Espírito Santo;2015;Floresta Plantada;PFM;1.3.1.1 - Madeira em tora de eucalipto para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos;Eucalipto;4536196;Metros cúbicos;368.405,00;1.6;590040.58;81,21;130.07
50;Mato Grosso do Sul;2014;Floresta Plantada;PFM;1.3.2.2 - Madeira em tora de pinus para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Pinus;495000;Metros cúbicos;36.550,00;1.76;64351.04;73,84;130.0
43;Rio Grande do Sul;2022;Floresta Plantada;PFM;1.2.2 - Lenha de pinus;1.2 - Lenha;Madeira para combustível;Tronco e/ou galhos;Pinus;273182;Metros cúbicos;32.211,00;1.1;35471.73;117,91;129.84
17;Tocantins;2022;Floresta Plantada;PFM;1.2.1 - Lenha de eucalipto;1.2 - Lenha;Madeira para combustível;Tronco e/ou galhos;Eucalipto;81750;Metros cúbicos;9.639,00;1.1;10614.75;117,91;129.84
42;Santa Catarina;2016;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;1924280;Metros cúbicos;168.231,00;1.48;249773.83;87,43;129.8
53;Distrito Federal;2020;Floresta Plantada;PFM;1.3.2.2 - Madeira em tora de pinus para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Pinus;150000;Metros cúbicos;15.000,00;1.29;19464.28;100,00;129.75
21;Maranhão;2013;Floresta Plantada;PFM;1.3.1.1 - Madeira em tora de eucalipto para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos;Eucalipto;124395;Metros cúbicos;8.570,00;1.87;16082.52;68,89;129.28
17;Tocantins;2013;Floresta Plantada;PFM;1.3.1.1 - Madeira em tora de eucalipto para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos;Eucalipto;1840;Metros cúbicos;126,00;1.87;236.44;68,48;128.5
43;Rio Grande do Sul;2014;Floresta Plantada;PFM;1.3.2.2 - Madeira em tora de pinus para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Pinus;2409574;Metros cúbicos;175.557,00;1.76;309091.0;72,86;128.27
53;Distrito Federal;2021;Floresta Plantada;PFM;1.2.1 - Lenha de eucalipto;1.2 - Lenha;Madeira para combustível;Tronco e/ou galhos;Eucalipto;677;Metros cúbicos;74,00;1.17;86.76;109,31;128.16
53;Distrito Federal;2019;Floresta Plantada;PFM;1.3.2.2 - Madeira em tora de pinus para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Pinus;130000;Metros cúbicos;12.350,00;1.34;16653.53;95,00;128.09
29;Bahia;2014;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;132209;Metros cúbicos;9.577,00;1.76;16861.56;72,44;127.53
31;Minas Gerais;2023;Floresta Plantada;PFM;1.3.2.2 - Madeira em tora de pinus para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Pinus;339050;Metros cúbicos;41.097,00;1.05;43176.5;121,21;127.34
41;Paraná;2022;Floresta Plantada;PFM;1.3.2.2 - Madeira em tora de pinus para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Pinus;14884887;Metros cúbicos;1.720.675,00;1.1;1894859.54;115,60;127.3
43;Rio Grande do Sul;2019;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;3059587;Metros cúbicos;288.547,00;1.34;389095.26;94,31;127.17
35;São Paulo;2003;Floresta Plantada;PFNM;2.2 - Eucalipto (folha);2 - Outros produtos; Não especificado;Folha;Eucalipto;16456;Toneladas;655,00;3.19;2091.01;39,80;127.07
53;Distrito Federal;2022;Floresta Plantada;PFM;1.2.1 - Lenha de eucalipto;1.2 - Lenha;Madeira para combustível;Tronco e/ou galhos;Eucalipto;650;Metros cúbicos;75,00;1.1;82.58;115,38;127.07
43;Rio Grande do Sul;2013;Floresta Plantada;PFM;1.3.2.2 - Madeira em tora de pinus para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Pinus;2425602;Metros cúbicos;163.817,00;1.87;307420.2;67,54;126.74
53;Distrito Federal;2021;Floresta Plantada;PFM;1.3.2.2 - Madeira em tora de pinus para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Pinus;160000;Metros cúbicos;17.280,00;1.17;20260.52;108,00;126.62
53;Distrito Federal;2016;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;1963;Metros cúbicos;167,00;1.48;247.94;85,07;126.31
41;Paraná;2021;Floresta Plantada;PFM;1.3.1.1 - Madeira em tora de eucalipto para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos;Eucalipto;6782682;Metros cúbicos;729.849,00;1.17;855736.31;107,60;126.16
32;Espírito Santo;2017;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;1322717;Metros cúbicos;115.049,00;1.44;166321.24;86,98;125.74
22;Piauí;2023;Floresta Plantada;PFM;1.3.1.1 - Madeira em tora de eucalipto para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos;Eucalipto;16611;Metros cúbicos;1.987,00;1.05;2087.54;119,62;125.67
41;Paraná;2013;Floresta Plantada;PFM;1.3.1.1 - Madeira em tora de eucalipto para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos;Eucalipto;4001195;Metros cúbicos;267.333,00;1.87;501679.1;66,81;125.37
50;Mato Grosso do Sul;2018;Floresta Plantada;PFNM;2.2 - Eucalipto (folha);2 - Outros produtos; Não especificado;Folha;Eucalipto;2858;Toneladas;259,00;1.38;358.1;90,62;125.29
41;Paraná;2013;Floresta Plantada;PFM;1.3.1.2 - Madeira em tora de pinus para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos;Pinus;7633910;Metros cúbicos;508.829,00;1.87;954872.3;66,65;125.08
31;Minas Gerais;2017;Floresta Plantada;PFM;1.3.2.2 - Madeira em tora de pinus para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Pinus;255575;Metros cúbicos;22.068,00;1.44;31902.72;86,35;124.83
32;Espírito Santo;2018;Floresta Plantada;PFM;1.3.2.2 - Madeira em tora de pinus para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Pinus;1920;Metros cúbicos;173,00;1.38;239.2;90,10;124.58
43;Rio Grande do Sul;2014;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;3945084;Metros cúbicos;279.148,00;1.76;491476.47;70,76;124.58
43;Rio Grande do Sul;2018;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;3517879;Metros cúbicos;316.633,00;1.38;437791.99;90,01;124.44
53;Distrito Federal;2018;Floresta Plantada;PFM;1.3.2.2 - Madeira em tora de pinus para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Pinus;140000;Metros cúbicos;12.600,00;1.38;17421.36;90,00;124.44
